0.92727,0,0.072727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81818,0,0.034848,0,0,0.081818,0,0,0.015152,0,0,0.019697,0,0,0.0090909,0,0,0.013636,0,0,0.0075758,0.81818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018182,0,0,0.10606,0,0,0.057576,0.90909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040909,0,0,0.05,0.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090909,0,0.35909,0,0,0.27879,0,0,0.077273,0,0,0.078788,0,0,0.063636,0,0,0.060606,0,0,0.072727,0,0,0,0,0,0,0,0,0.0030303,0,0,0.0045455,0,0,0.1303,0,0,0.45152,0,0,0.41061,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19242,0,0,0.30758,0.6,0,0.27576,0,0,0.10152,0,0,0.022727,0,0,0,0,0,0,0,0,0,0,0,0,0.063636,0,0.1803,0,0,0.24242,0,0,0.093939,0,0,0.13788,0,0,0.18485,0,0,0.066667,0,0,0.030303,0,0,0,0,0,0,0,0,0,0,0,0.015152,0,0,0.16212,0,0,0.67273,0,0,0.15,0.5,0,0,0,0,0,0,0,0,0,0,0.0015152,0,0,0.10758,0,0,0.23182,0,0,0.15909,0.90909,0,0,0,0,0.013636,0,0,0.074242,0,0,0.0030303,0,0,0,0,0,0,0,0,0,0.77576,0,0.059091,0,0,0.037879,0,0,0.043939,0,0,0.033333,0,0,0.034848,0,0,0.013636,0,0,0.0015152,0.77273,0,0,0,0,0,0,0,0,0,0,0.010606,0,0,0.063636,0,0,0.10152,0,0,0.051515,0.88636,0,0,0,0,0,0,0,0,0,0,0.012121,0,0,0.045455,0,0,0.036364,0,0,0.019697
0.92727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016667,0,0,0.051515,0,0,0.0045455,0.81818,0,0,0,0,0,0,0,0,0,0,0.0030303,0,0,0.019697,0,0,0.09697,0,0,0.062121,0.81818,0,0.072727,0,0,0.042424,0,0,0.021212,0,0,0.022727,0,0,0.010606,0,0,0.012121,0,0,0,0.90909,0,0.0060606,0,0,0,0,0,0.0045455,0,0,0.0075758,0,0,0.054545,0,0,0.018182,0,0,0,0.6,0,0,0,0,0,0,0,0.0030303,0,0,0.033333,0,0,0.093939,0,0,0.10303,0,0,0.16667,0,0,0,0,0,0,0,0,0.0015152,0,0,0.018182,0,0,0.15606,0,0,0.45606,0,0,0.36818,0.18939,0,0.16061,0,0,0.24848,0,0,0.11364,0,0,0.10303,0,0,0.077273,0,0,0.074242,0,0,0.033333,0.5,0,0.028788,0,0,0.071212,0,0,0.074242,0,0,0.14545,0,0,0.13485,0,0,0.045455,0,0,0,0.6,0,0,0,0,0,0,0,0.010606,0,0,0.086364,0,0,0.1697,0,0,0.11212,0,0,0.021212,0,0,0,0,0,0.0045455,0,0,0.066667,0,0,0.16364,0,0,0.2197,0,0,0.33636,0,0,0.20909,0.14697,0,0.14848,0,0,0.22121,0,0,0.16364,0,0,0.054545,0,0,0.089394,0,0,0.10303,0,0,0.072727,0.65758,0,0.015152,0,0,0.17879,0,0,0.11515,0,0,0.019697,0,0,0.013636,0,0,0,0,0,0,0.90909,0,0,0,0,0,0,0,0,0,0,0.0015152,0,0,0.022727,0,0,0.039394,0,0,0.027273,0.77273,0,0,0,0,0,0,0,0,0,0,0.0030303,0,0,0.036364,0,0,0.066667,0,0,0.12121,0.90152,0,0.022727,0,0,0.0075758,0,0,0,0,0,0.022727,0,0,0,0,0,0.024242,0,0,0.021212,0.98788,0,0.012121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.92727,0,0.033333,0,0,0.039394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82424,0,0.05303,0,0,0.016667,0,0,0.021212,0,0,0,0,0,0.0015152,0,0,0.021212,0,0,0.062121,0.81818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018182,0,0,0.087879,0,0,0.075758,0.91515,0,0.027273,0,0,0.018182,0,0,0.0060606,0,0,0.0045455,0,0,0.0075758,0,0,0.0075758,0,0,0.013636,0.68636,0,0.19545,0,0,0.11061,0,0,0.0075758,0,0,0,0,0,0,0,0,0,0,0,0,0.1197,0,0.31364,0,0,0.083333,0,0,0.015152,0,0,0.039394,0,0,0.034848,0,0,0.19545,0,0,0.19848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021212,0,0,0.37273,0,0,0.60606,0.5,0,0.0030303,0,0,0.074242,0,0,0.028788,0,0,0.086364,0,0,0.12727,0,0,0.11515,0,0,0.065152,0.6,0,0,0,0,0.15303,0,0,0.092424,0,0,0.11515,0,0,0.039394,0,0,0,0,0,0,0.0090909,0,0.089394,0,0,0.3,0,0,0.14394,0,0,0.10455,0,0,0.059091,0,0,0.14394,0,0,0.15,0,0,0,0,0,0.0015152,0,0,0.018182,0,0,0.057576,0,0,0.11212,0,0,0.29091,0,0,0.5197,0.5,0,0,0,0,0,0,0,0,0,0,0.018182,0,0,0.10303,0,0,0.26364,0,0,0.11515,0.90909,0,0,0,0,0.015152,0,0,0.028788,0,0,0.031818,0,0,0.015152,0,0,0,0,0,0,0.77273,0,0.027273,0,0,0.086364,0,0,0.057576,0,0,0.045455,0,0,0.010606,0,0,0,0,0,0,0.77273,0,0.0060606,0,0,0.024242,0,0,0.0090909,0,0,0.013636,0,0,0.040909,0,0,0.087879,0,0,0.045455,0.88636,0,0,0,0,0,0,0,0,0,0,0.0015152,0,0,0.013636,0,0,0.098485,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97121,0,0.0060606,0,0,0.0030303,0,0,0.0030303,0,0,0.0045455,0,0,0.0045455,0,0,0.0075758,0,0,0,0.81818,0,0,0,0,0.0015152,0,0,0,0,0,0.0030303,0,0,0.045455,0,0,0.13182,0,0,0,0.90909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727,0,0,0.068182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83333,0,0,0,0,0.0090909,0,0,0.051515,0,0,0.0030303,0,0,0.0090909,0,0,0.093939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056061,0,0,0.13636,0,0,0.80758,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048485,0,0,0.45152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82273,0,0.010606,0,0,0,0,0,0.015152,0,0,0.012121,0,0,0.021212,0,0,0.11818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015152,0,0,0.045455,0,0,0.081818,0,0,0.87121,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090909,0,0,0.10455,0,0,0.38636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96061,0,0,0,0,0.0090909,0,0,0.0015152,0,0,0.016667,0,0,0.0060606,0,0,0.0045455,0,0,0.0015152,0.77273,0,0,0,0,0,0,0,0,0,0,0.0030303,0,0,0.0090909,0,0,0.068182,0,0,0.14697,0.88636,0,0,0,0,0,0,0,0,0,0,0.0060606,0,0,0.027273,0,0,0.066667,0,0,0.013636
0.92727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030303,0,0,0.016667,0,0,0.05303,0.81818,0,0,0,0,0,0,0,0.0030303,0,0,0.0090909,0,0,0.042424,0,0,0.051515,0,0,0.075758,0.81818,0,0,0,0,0,0,0,0.0015152,0,0,0.072727,0,0,0.10152,0,0,0.0060606,0,0,0,0.90909,0,0.0060606,0,0,0.019697,0,0,0.040909,0,0,0.018182,0,0,0.0060606,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015152,0,0,0.29242,0,0,0.10606,0,0,0,0,0,0,0,0,0.0060606,0,0,0.028788,0,0,0.17576,0,0,0.63333,0,0,0.15606,0,0,0,0,0,0,0,0,0.010606,0,0,0.23939,0,0,0.28182,0,0,0.35606,0,0,0.11212,0.5,0,0.0030303,0,0,0.024242,0,0,0.25909,0,0,0.13485,0,0,0.034848,0,0,0.040909,0,0,0.0030303,0.6,0,0,0,0,0,0,0,0.031818,0,0,0.028788,0,0,0.11515,0,0,0.18788,0,0,0.036364,0,0,0,0,0,0.0030303,0,0,0.068182,0,0,0.13939,0,0,0.1303,0,0,0.39545,0,0,0.26364,0,0,0,0,0,0.018182,0,0,0.080303,0,0,0.28788,0,0,0.38182,0,0,0.19394,0,0,0.037879,0.5,0,0.0045455,0,0,0.074242,0,0,0.30152,0,0,0.10152,0,0,0.0060606,0,0,0.012121,0,0,0,0.90909,0,0,0,0,0.051515,0,0,0.037879,0,0,0.0015152,0,0,0,0,0,0,0,0,0,0.77273,0,0,0,0,0.0015152,0,0,0.042424,0,0,0.12879,0,0,0.054545,0,0,0,0,0,0,0.77273,0,0,0,0,0.013636,0,0,0.056061,0,0,0.098485,0,0,0.051515,0,0,0.0075758,0,0,0,0.88636,0,0.0090909,0,0,0.057576,0,0,0.04697,0,0,0,0,0,0,0,0,0,0,0,0
0.93333,0,0,0,0,0,0,0,0.0075758,0,0,0.019697,0,0,0.027273,0,0,0.010606,0,0,0.0015152,0.81818,0,0,0,0,0.0045455,0,0,0.024242,0,0,0.056061,0,0,0.066667,0,0,0.028788,0,0,0.0015152,0.81818,0,0,0,0,0,0,0,0.0015152,0,0,0.025758,0,0,0.062121,0,0,0.071212,0,0,0.021212,0.90909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016667,0,0,0.036364,0,0,0.037879,0.62727,0,0.012121,0,0,0.0030303,0,0,0.024242,0,0,0.090909,0,0,0.15758,0,0,0.071212,0,0,0.013636,0,0,0,0,0,0.030303,0,0,0.12424,0,0,0.27273,0,0,0.31364,0,0,0.24242,0,0,0.016667,0,0,0,0,0,0,0,0,0.062121,0,0,0.23939,0,0,0.32121,0,0,0.29394,0,0,0.083333,0.5,0,0,0,0,0,0,0,0,0,0,0.069697,0,0,0.21212,0,0,0.16667,0,0,0.051515,0.88939,0,0.1,0,0,0.010606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028788,0,0.26061,0,0,0.26364,0,0,0.19091,0,0,0.05303,0,0,0.087879,0,0,0.10909,0,0,0.0060606,0,0,0,0,0,0,0,0,0.0075758,0,0,0.084848,0,0,0.27727,0,0,0.33485,0,0,0.29545,0.5,0,0,0,0,0,0,0,0,0,0,0.013636,0,0,0.080303,0,0,0.25455,0,0,0.15152,0.97727,0,0.022727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77273,0,0.015152,0,0,0.095455,0,0,0.083333,0,0,0.016667,0,0,0.016667,0,0,0,0,0,0,0.77273,0,0,0,0,0,0,0,0.012121,0,0,0.030303,0,0,0.062121,0,0,0.10455,0,0,0.018182,0.88636,0,0,0,0,0,0,0,0,0,0,0.012121,0,0,0.0075758,0,0,0.056061,0,0,0.037879
0.92727,0,0.0060606,0,0,0.0015152,0,0,0.015152,0,0,0.019697,0,0,0.019697,0,0,0.010606,0,0,0,0.81818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090909,0,0,0.084848,0,0,0.087879,0.81818,0,0,0,0,0,0,0,0,0,0,0.0030303,0,0,0.021212,0,0,0.083333,0,0,0.074242,0.90909,0,0,0,0,0,0,0,0.078788,0,0,0.0075758,0,0,0.0045455,0,0,0,0,0,0,0.6,0,0.031818,0,0,0.027273,0,0,0.039394,0,0,0.030303,0,0,0.077273,0,0,0.10152,0,0,0.092424,0,0,0.0030303,0,0,0.0075758,0,0,0.025758,0,0,0.060606,0,0,0.16061,0,0,0.30152,0,0,0.44091,0,0,0,0,0,0,0,0,0.0015152,0,0,0.048485,0,0,0.17273,0,0,0.23182,0,0,0.54545,0.5,0,0,0,0,0.022727,0,0,0.14848,0,0,0.20606,0,0,0.11515,0,0,0.0075758,0,0,0,0.77879,0,0.14394,0,0,0.077273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065152,0,0.060606,0,0,0.11818,0,0,0.1,0,0,0.042424,0,0,0.12576,0,0,0.22576,0,0,0.26212,0,0,0,0,0,0,0,0,0.0030303,0,0,0.015152,0,0,0.13636,0,0,0.38182,0,0,0.46364,0.5,0,0.0030303,0,0,0.0075758,0,0,0.043939,0,0,0.12727,0,0,0.21818,0,0,0.1,0,0,0,0.91667,0,0.031818,0,0,0.051515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77273,0,0.0030303,0,0,0.043939,0,0,0.024242,0,0,0.010606,0,0,0.051515,0,0,0.043939,0,0,0.05,0.77273,0,0,0,0,0,0,0,0.016667,0,0,0.037879,0,0,0.12576,0,0,0.037879,0,0,0.0090909,0.88636,0,0.0060606,0,0,0.022727,0,0,0.030303,0,0,0.039394,0,0,0.015152,0,0,0,0,0,0
0.92727,0,0.0060606,0,0,0.0030303,0,0,0.0090909,0,0,0.0045455,0,0,0.030303,0,0,0.019697,0,0,0,0.85758,0,0.019697,0,0,0.016667,0,0,0.019697,0,0,0.022727,0,0,0.05,0,0,0.013636,0,0,0,0.81818,0,0.0015152,0,0,0.012121,0,0,0.0045455,0,0,0.019697,0,0,0.057576,0,0,0.042424,0,0,0.043939,0.90909,0,0,0,0,0,0,0,0,0,0,0.084848,0,0,0.0060606,0,0,0,0,0,0,0.6,0,0.027273,0,0,0.039394,0,0,0.039394,0,0,0.060606,0,0,0.13485,0,0,0.092424,0,0,0.0060606,0.1,0,0.15606,0,0,0.21818,0,0,0.15455,0,0,0.14545,0,0,0.14242,0,0,0.078788,0,0,0.0045455,0,0,0.0075758,0,0,0.0060606,0,0,0.0045455,0,0,0.051515,0,0,0.10455,0,0,0.13485,0,0,0.69091,0.5,0,0,0,0,0,0,0,0,0,0,0.043939,0,0,0.022727,0,0,0.23939,0,0,0.19394,0.6,0,0.025758,0,0,0.37273,0,0,0.0015152,0,0,0,0,0,0,0,0,0,0,0,0,0.29848,0,0.26364,0,0,0.32273,0,0,0.039394,0,0,0.043939,0,0,0.013636,0,0,0.018182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027273,0,0,0.13182,0,0,0.34242,0,0,0.49848,0.5,0,0,0,0,0,0,0,0,0,0,0.019697,0,0,0.10606,0,0,0.16818,0,0,0.20606,0.90909,0,0.0075758,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80909,0,0.034848,0,0,0.13788,0,0,0.0030303,0,0,0.0090909,0,0,0.0060606,0,0,0,0,0,0,0.77273,0,0,0,0,0,0,0,0,0,0,0.0045455,0,0,0.031818,0,0,0.11364,0,0,0.077273,0.88636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727,0,0,0.054545,0,0,0.036364
0.94545,0,0.012121,0,0,0.012121,0,0,0.0015152,0,0,0.022727,0,0,0.0060606,0,0,0,0,0,0,0.81818,0,0,0,0,0,0,0,0,0,0,0.022727,0,0,0.025758,0,0,0.042424,0,0,0.090909,0.81818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034848,0,0,0.080303,0,0,0.066667,0.90909,0,0,0,0,0,0,0,0.018182,0,0,0,0,0,0.018182,0,0,0.05,0,0,0.0045455,0.67727,0,0.081818,0,0,0.063636,0,0,0.1,0,0,0.063636,0,0,0.013636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056061,0,0,0.15,0,0,0.16212,0,0,0.32879,0,0,0.30303,0,0,0,0,0,0,0,0,0,0,0,0.015152,0,0,0.10758,0,0,0.46061,0,0,0.41667,0.5,0,0,0,0,0,0,0,0.013636,0,0,0.012121,0,0,0.078788,0,0,0.26061,0,0,0.13485,0.65606,0,0.31364,0,0,0.021212,0,0,0.0030303,0,0,0.0060606,0,0,0,0,0,0,0,0,0,0,0,0.34848,0,0,0.14394,0,0,0.1803,0,0,0.14242,0,0,0.090909,0,0,0.071212,0,0,0.022727,0.0090909,0,0.054545,0,0,0.10303,0,0,0.022727,0,0,0.024242,0,0,0.13636,0,0,0.38939,0,0,0.26061,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09697,0,0,0.33636,0,0,0.066667,0.91667,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77273,0,0.20455,0,0,0.022727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81667,0,0.056061,0,0,0.018182,0,0,0.012121,0,0,0.010606,0,0,0.060606,0,0,0.025758,0,0,0,0.88636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045455,0,0,0.10909,0,0,0
0.92727,0,0,0,0,0,0,0,0.0060606,0,0,0,0,0,0.062121,0,0,0.0045455,0,0,0,0.81818,0,0,0,0,0,0,0,0.016667,0,0,0.11667,0,0,0.039394,0,0,0.0090909,0,0,0,0.81818,0,0,0,0,0,0,0,0,0,0,0.022727,0,0,0.068182,0,0,0.060606,0,0,0.030303,0.90909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013636,0,0,0.034848,0,0,0.042424,0.6,0,0.0015152,0,0,0.0045455,0,0,0.042424,0,0,0.054545,0,0,0.18485,0,0,0.092424,0,0,0.019697,0,0,0.0090909,0,0,0.024242,0,0,0.059091,0,0,0.29394,0,0,0.36061,0,0,0.20758,0,0,0.045455,0,0,0,0,0,0.013636,0,0,0.039394,0,0,0.17121,0,0,0.3,0,0,0.27727,0,0,0.19848,0.5,0,0,0,0,0,0,0,0,0,0,0.0075758,0,0,0.077273,0,0,0.17727,0,0,0.23788,0.90909,0,0.063636,0,0,0.027273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16212,0,0.26515,0,0,0.15,0,0,0.16515,0,0,0.087879,0,0,0.063636,0,0,0.081818,0,0,0.024242,0,0,0,0,0,0,0,0,0,0,0,0.019697,0,0,0.066667,0,0,0.28485,0,0,0.62879,0.5,0,0,0,0,0,0,0,0,0,0,0.010606,0,0,0.12121,0,0,0.18182,0,0,0.18636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87121,0,0.018182,0,0,0.028788,0,0,0.030303,0,0,0.013636,0,0,0.019697,0,0,0.016667,0,0,0.0015152,0.77273,0,0,0,0,0,0,0,0,0,0,0.0045455,0,0,0.028788,0,0,0.1,0,0,0.093939,0.88636,0,0,0,0,0,0,0,0,0,0,0.0015152,0,0,0.039394,0,0,0.05303,0,0,0.019697
